Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,01-01-2025,2025,1,1,,0.2,,-3.7,,-1.7,,19.7,,0,,,,,,7.4,,12,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,02-01-2025,2025,1,2,,-2.4,,-8.4,,-5.4,,23.4,,0,,,,,,0.1,,17,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,03-01-2025,2025,1,3,,-8.2,,-15.1,,-11.7,,29.7,,0,,,,,,0.5,,16,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,04-01-2025,2025,1,4,,-8.2,,-16.4,,-12.3,,30.3,,0,,,,,,0.8,,16,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,05-01-2025,2025,1,5,,-8.6,,-15,,-11.8,,29.8,,0,,,,,,0.3,,17,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,06-01-2025,2025,1,6,,-10.4,,-19.1,,-14.8,,32.8,,0,,,,,,0,,16,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,07-01-2025,2025,1,7,,-9.2,,-16.5,,-12.9,,30.9,,0,,,,,,0.3,,17,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,08-01-2025,2025,1,8,,-10.7,,-20.9,,-15.8,,33.8,,0,,,,,,0,,17,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,09-01-2025,2025,1,9,,-7.6,,-19.2,,-13.4,,31.4,,0,,,,,,0,,16,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,10-01-2025,2025,1,10,,-3.8,,-24,,-13.9,,31.9,,0,,,,,,2.3,,16,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,11-01-2025,2025,1,11,,-3.2,,-10.6,,-6.9,,24.9,,0,,,,,,1.7,,19,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,12-01-2025,2025,1,12,,-2.5,,-5.4,,-3.9,,21.9,,0,,,,,,2.4,,19,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,13-01-2025,2025,1,13,,-1.1,,-8.1,,-4.6,,22.6,,0,,,,,,2.5,,22,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,14-01-2025,2025,1,14,,-6.4,,-14.7,,-10.6,,28.6,,0,,,,,,0,,25,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,15-01-2025,2025,1,15,,-5.4,,-14.1,,-9.8,,27.8,,0,,,,,,0,,25,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,16-01-2025,2025,1,16,,-6.1,,-10.6,,-8.3,,26.3,,0,,,,,,0.1,,24,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,17-01-2025,2025,1,17,,-0.7,,-10.1,,-5.4,,23.4,,0,,,,,,0.1,,23,,25,,38,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,18-01-2025,2025,1,18,,0.8,,-12.1,,-5.7,,23.7,,0,,,,,,4.7,,24,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,19-01-2025,2025,1,19,,-11.7,,-23,,-17.4,,35.4,,0,,,,,,0,,26,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,20-01-2025,2025,1,20,,-12.9,,-32.1,,-22.5,,40.5,,0,,,,,,1.6,,26,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,21-01-2025,2025,1,21,,-13.5,,-24.8,,-19.2,,37.2,,0,,,,,,0.4,,28,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,22-01-2025,2025,1,22,,-12.8,,-30.7,,-21.7,,39.7,,0,,,,,,0.1,,28,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,23-01-2025,2025,1,23,,-6.7,,-23,,-14.9,,32.9,,0,,,,,,0.4,,29,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,24-01-2025,2025,1,24,,-9.6,,-28.9,,-19.3,,37.3,,0,,,,,,0,,27,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,25-01-2025,2025,1,25,,-5.1,,-20.3,,-12.7,,30.7,,0,,,,,,1.1,,28,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,26-01-2025,2025,1,26,,-3.8,,-7.9,,-5.9,,23.9,,0,,,,,,0.3,,30,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,27-01-2025,2025,1,27,,-0.1,,-11.2,,-5.7,,23.7,,0,,,,,,7.1,,30,,21,,45,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,28-01-2025,2025,1,28,,-11.2,,-20.9,,-16,,34,,0,,,,,,5.3,,38,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,29-01-2025,2025,1,29,,-9.8,,-22.6,,-16.2,,34.2,,0,,,,,,2.1,,41,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,30-01-2025,2025,1,30,,-4.6,,-26.7,,-15.7,,33.7,,0,,,,,,1.1,,41,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,31-01-2025,2025,1,31,,-4.1,,-17.1,,-10.6,,28.6,,0,,,,,,0,,40,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,01-02-2025,2025,2,1,,-13.5,,-27.9,,-20.7,,38.7,,0,,,,,,0,,39,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,02-02-2025,2025,2,2,,-11.6,,-27.7,,-19.6,,37.6,,0,,,,,,0.9,,38,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,03-02-2025,2025,2,3,,-0.9,,-13,,-7,,25,,0,,,,,,1.9,,38,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,04-02-2025,2025,2,4,,-9.3,,-26,,-17.7,,35.7,,0,,,,,,0,,39,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,05-02-2025,2025,2,5,,-9.7,,-30.8,,-20.2,,38.2,,0,,,,,,0,,39,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,06-02-2025,2025,2,6,,-3.3,,-23.3,,-13.3,,31.3,,0,,,,,,4.6,,38,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,07-02-2025,2025,2,7,,-4.9,,-11.9,,-8.4,,26.4,,0,,,,,,0.7,,45,,29,,31,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,08-02-2025,2025,2,8,,-3.1,,-20.5,,-11.8,,29.8,,0,,,,,,0.8,,42,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,09-02-2025,2025,2,9,,-3.2,,-11.2,,-7.2,,25.2,,0,,,,,,1.6,,42,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,10-02-2025,2025,2,10,,-6.1,,-15,,-10.6,,28.6,,0,,,,,,0.8,,43,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,11-02-2025,2025,2,11,,-7.9,,-27.8,,-17.9,,35.9,,0,,,,,,2.1,,47,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,12-02-2025,2025,2,12,,-9.8,,-31.5,,-20.6,,38.6,,0,,,,,,11,,46,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,13-02-2025,2025,2,13,,-7.2,,-18.9,,-13,,31,,0,,,,,,17.5,,65,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,14-02-2025,2025,2,14,,-6.5,,-21.2,,-13.8,,31.8,,0,,,,,,0,,63,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,15-02-2025,2025,2,15,,-5.8,,-15.2,,-10.5,,28.5,,0,,,,,,6.3,,61,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,16-02-2025,2025,2,16,,-10.4,,-16.8,,-13.6,,31.6,,0,,,,,,18.6,,72,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,17-02-2025,2025,2,17,,-11.3,,-20.2,,-15.7,,33.7,,0,,,,,,0,,76,,23,,31,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,18-02-2025,2025,2,18,,-14.4,,-23.1,,-18.7,,36.7,,0,,,,,,0,,72,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,19-02-2025,2025,2,19,,-9.4,,-24.1,,-16.7,,34.7,,0,,,,,,0,,69,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,20-02-2025,2025,2,20,,-8.6,,-27.2,,-17.9,,35.9,,0,,,,,,0,,67,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,21-02-2025,2025,2,21,,-8.4,,-20.8,,-14.6,,32.6,,0,,,,,,0,,66,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,22-02-2025,2025,2,22,,-4.3,,-19,,-11.6,,29.6,,0,,,,,,0.2,,65,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,23-02-2025,2025,2,23,,-2,,-5.4,,-3.7,,21.7,,0,,,,,,0.3,,63,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,24-02-2025,2025,2,24,,2.3,,-3.2,,-0.4,,18.4,,0,,,,,,1.6,,63,,14,,42,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,25-02-2025,2025,2,25,,5,,-1.8,,1.6,,16.4,,0,,,,,,0.8,,63,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,26-02-2025,2025,2,26,,3.2,,-10.1,,-3.5,,21.5,,0,,,,,,0.2,,58,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,27-02-2025,2025,2,27,,6.2,,-11.2,,-2.5,,20.5,,0,,,,,,0.5,,56,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,28-02-2025,2025,2,28,,-5.6,,-15.7,,-10.7,,28.7,,0,,,,,,6.9,,55,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,01-03-2025,2025,3,1,,-4.3,,-22.9,,-13.6,,31.6,,0,,,,,,0.9,,64,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,02-03-2025,2025,3,2,,-9.5,,-31,,-20.2,,38.2,,0,,,,,,0,,63,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,03-03-2025,2025,3,3,,-2.9,,-24.9,,-13.9,,31.9,,0,,,,,,0.2,,61,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,04-03-2025,2025,3,4,,0.7,,-9,,-4.1,,22.1,,0,,,,,,6.9,,61,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,05-03-2025,2025,3,5,,3,,0.1,,1.6,,16.4,,0,,,,,,19.1,,61,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,06-03-2025,2025,3,6,,3.5,,-10.1,,-3.3,,21.3,,0,,,,,,1.3,,56,,22,,36,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,07-03-2025,2025,3,7,,-2.4,,-11,,-6.7,,24.7,,0,,,,,,6,,57,,31,,38,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,08-03-2025,2025,3,8,,-1.7,,-12.8,,-7.3,,25.3,,0,,,,,,0,,66,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,09-03-2025,2025,3,9,,2.7,,-7.2,,-2.3,,20.3,,0,,,,,,3.5,,60,,24,,32,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,10-03-2025,2025,3,10,,5.3,,-6.4,,-0.6,,18.6,,0,,,,,,0,,60,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,11-03-2025,2025,3,11,,9.1,,-9.3,,-0.1,,18.1,,0,,,,,,0,,57,,26,,32,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,12-03-2025,2025,3,12,,0.4,,-14.9,,-7.3,,25.3,,0,,,,,,0,,53,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,13-03-2025,2025,3,13,,8.6,,-15.4,,-3.4,,21.4,,0,,,,,,0,,52,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,14-03-2025,2025,3,14,,13.7,,-10.7,,1.5,,16.5,,0,,,,,,0.3,,52,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,15-03-2025,2025,3,15,,13.9,,-2.1,,5.9,,12.1,,0,,,,,,2.3,,49,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,16-03-2025,2025,3,16,,13,,-1.8,,5.6,,12.4,,0,,,,,,19.1,,40,,25,,33,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,17-03-2025,2025,3,17,,2,,-8.7,,-3.4,,21.4,,0,,,,,,0,,31,,,,,
